State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Sex_Ratio,Literacy_Rate
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,1066601,704569,362032,553013,513588,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,11441,46358,140538,5149,34400,711085,41701,752786,427626,558350,456752,332742,238011,197846,20047,2231374,1059636,3291010,998.0,60.19
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,1204710,867393,337317,644869,559841,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,8539,65080,247856,5184,34788,705025,73393,778418,540661,538301,477689,270775,182823,153041,15662,2178952,1286726,3465678,943.0,57.72
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,737261,609693,127568,564266,172995,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321,62281,131112,3847,25960,396775,143217,539992,278477,374898,171242,85117,51703,43839,3169,1008445,1235413,2243858,909.0,44.68
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,1037344,911136,126208,882701,154643,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,149035,404499,9699,38816,605082,284156,889238,474060,600668,431491,256510,163463,154153,10083,2090428,1279517,3369945,890.0,59.92
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,539469,383482,155987,265453,274016,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,3451,17671,79525,2031,19729,324972,27179,352151,341757,290532,205875,129442,86528,63506,8882,1126522,683053,1809575,972.0,55.68
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,892214,783313,108901,699503,192711,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,7945,91958,115163,3889,27533,520289,134714,655003,451571,476064,315873,158430,96308,87355,8885,1594486,1324615,2919101,872.0,49.59
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,1422602,1171252,251350,1023642,398960,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,12475,74072,102040,3874,34609,827583,111319,938902,714304,656401,482220,221898,136383,127750,8775,2347731,2141696,4489427,888.0,50.93
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,730399,463611,266788,397196,333203,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,10470,40467,95582,5149,25220,337048,91040,428088,306218,297226,212565,120822,82614,63846,9357,1092648,745126,1837774,918.0,52.92
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,1242632,869838,372794,690967,551665,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,10433,55055,233701,5956,44008,839737,49891,889628,460210,637015,526973,306046,188848,176414,15277,2310783,1118891,3429674,983.0,58.99
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,1124744,851014,273730,761831,362913,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,6929,70484,99466,3476,28719,596317,121039,717356,501457,512965,415378,240024,136688,101934,7173,1915619,1130103,3045722,907.0,57.06
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,1220708,921234,299474,920761,299947,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,7826,202055,336056,19214,57583,438935,316129,755064,467782,608174,557052,447926,351391,281652,34841,2748818,906367,3655185,913.0,65.38
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,298211,142460,155751,201078,97133,324295,207617,10274,4312,76008,611250,7752,1895,256,201,31,6,1115,40199,109876,1830,9858,260056,21082,281138,90864,120029,115810,76148,53026,37742,2263,495882,109556,605438,1139.0,70.12
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,123638,58708,64930,78085,45553,136260,85125,8985,2991,26537,257509,1440,397,46,102,7,16,381,13352,47083,435,3595,96031,3880,99911,38113,47788,50340,31224,20785,10900,675,199825,49539,249364,1090.0,69.06
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,180940,93832,87108,115115,65825,210665,121157,3845,5384,50554,385818,4395,428,323,190,11,23,417,27853,71524,899,5582,163434,22906,186340,47447,68435,67519,47703,32557,27168,2367,293196,61950,355146,1019.0,71.64
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,99566,60427,39139,62698,36868,160082,59993,4032,1570,33971,249563,8693,870,336,24,28,6,128,18785,37725,548,3159,85202,12839,98041,36127,48093,45766,23610,18360,15110,1317,188383,62429,250812,980.0,68.45
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,216490,113539,102951,145481,71009,266949,137332,5432,6055,67671,475105,6015,1401,260,185,13,30,430,45365,95421,1344,7932,183687,26256,209943,63591,87585,90983,56591,42086,28375,2237,371448,88036,459484,1020.0,71.48
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,280442,140821,139621,165912,114530,338489,187121,8129,4021,81171,609835,7374,656,290,32,91,109,544,50929,117239,1366,7831,227059,27177,254236,72163,103462,95417,74008,58434,30704,2073,436261,133013,569274,1077.0,65.92
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,591458,444578,146880,450762,140696,1057444,122686,165250,26396,277126,1104452,372267,6064,162768,505,738,159,1949,116576,254802,7883,28053,269406,145253,414659,179602,302653,232381,169274,113661,111062,11786,1120419,438598,1559017,920.0,62.94
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,157276,84265,73011,128367,28909,172810,117264,4387,3122,32503,324859,3554,353,167,563,74,105,411,21374,52621,602,4104,112148,9061,121209,43442,46625,47640,30901,24989,18882,981,213460,83896,297356,958.0,65.17
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,1466220,1050822,415398,916393,549827,2130454,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,4534,45126,334670,4273,34128,900515,90885,991400,450029,545200,686924,261478,143882,133465,20379,2241357,1417787,3659144,957.0,62.08
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,2911251,2293083,618168,2166742,744509,4806312,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,23188,292585,1049943,32323,141387,1364868,862368,2227236,800473,1437198,1605634,698251,405935,439823,62616,5449930,2196886,7646816,945.0,67.99
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,1331603,1029770,301833,912844,418759,2170801,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,3886,57010,333752,5210,39636,831044,134565,965609,417769,661190,622372,245201,122865,115743,15205,2200345,1346802,3547147,956.0,61.63
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,702987,499560,203427,526470,176517,973289,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,2311,37186,168069,2518,24318,390949,70077,461026,247675,323965,327064,135556,63286,52345,5190,1155081,534394,1689475,956.0,64.65
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,683726,479586,204140,532855,150871,1163097,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,4573,141897,297176,10943,38065,303284,215675,518959,183479,344865,402415,176129,113905,110193,12851,1343837,415353,1759190,970.0,71.24
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,1819845,1498170,321675,1496267,323578,3030184,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,18276,325053,796953,30751,99261,483384,869313,1352697,516323,1059842,1084155,446743,284481,304594,37027,3733165,926661,4659826,939.0,74.33
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,2152870,1713608,439262,1714645,438225,3366275,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,11470,319815,965258,31725,118459,992085,647953,1640038,676265,1172797,1174912,515807,333658,380060,44252,4297751,1180806,5478557,961.0,73.9
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,1512910,1091361,421549,1153765,359145,2359936,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,5022,138522,382500,9322,48818,798378,319426,1117804,455854,765613,814395,292056,150360,129393,18916,2626587,1203423,3830010,953.0,64.52
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,1795740,1412466,383274,1576419,219321,2700954,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,48982,623579,927602,136618,252644,0,1308106,1308106,255171,597841,820902,555529,425245,691804,89701,3436193,410988,3847181,908.0,79.8
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,1537847,1086461,451386,1050995,486852,2450998,255182,545759,196687,540219,1914352,2045151,13209,747,359,639,7929,6459,54213,297716,5357,63525,830318,128678,958996,478902,629137,595551,238078,109719,92207,18330,2161924,1960034,4121958,944.0,52.31
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,2589907,1985667,604240,2022083,567824,4513900,381076,842294,466007,900530,2359061,4707573,18102,766,348,3037,7429,7491,92742,541169,7951,79729,1501066,350899,1851965,837828,1428661,1210859,443254,230242,170051,25975,4346870,3031841,7378711,958.0,57.09
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,1842607,1554090,288517,1595880,246727,3324993,308742,556134,169138,808593,3728482,1382682,33835,849,514,281,16893,4064,168314,623729,12787,77210,1081381,468390,1549771,605490,1093403,1052487,412193,236828,209562,25491,3635454,1570127,5205581,947.0,67.35
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,1249642,801254,448388,613398,636244,1680473,268800,492205,87560,401077,2373120,227249,8646,622,209,3052,309029,8188,30675,189889,3551,32862,653219,99433,752652,299355,480046,528068,177459,91807,77621,10072,1664428,1272799,2937227,957.0,55.46
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,1075626,799627,275999,824342,251284,1931508,257377,442328,37978,337943,1482943,1501170,16702,477,432,1324,1622,2464,39138,199307,2883,31210,683981,94269,778250,402590,488047,422777,163106,73395,59457,12723,1622095,1431264,3053359,939.0,49.54
